Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
QUAD,"Quad Graphics, Inc",4.29,$226.5M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/quad
QUOT,Quotient Technology Inc.,10.93,$972.65M,2014,Consumer Services,Advertising,https://old.nasdaq.com/symbol/quot
QVCC,"QVC, Inc.",25.25,n/a,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcc
QVCD,"QVC, Inc.",25.79,n/a,2018,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcd
R,"Ryder System, Inc.",53.01,$2.83B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/r
RA,Brookfield Real Assets Income Fund Inc.,22.1,$806.12M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ra
RACE,Ferrari N.V.,165.25,$41.18B,2015,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race
RAD,Rite Aid Corporation,7.7,$422.54M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/rad
RAMP,"LiveRamp Holdings, Inc.",48.46,$3.28B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
RBA,Ritchie Bros. Auctioneers Incorporated,43.05,$4.66B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rba
RBC,Regal Beloit Corporation,84.97,$3.48B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/rbc
RBS,Royal Bank Scotland plc (The),6.96,$42.09B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/rbs
RC,Ready Capital Corporation,15.35,$784.35M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rc
RCA,Ready Capital Corporation,26.6,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rca
RCB,Ready Capital Corporation,25.71,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcb
RCI,"Rogers Communication, Inc.",48.73,$19.47B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/rci
RCL,Royal Caribbean Cruises Ltd.,126.2,$26.46B,1993,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/rcl
RCP,Ready Capital Corporation,25.55,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcp
RCS,"PIMCO Strategic Income Fund, Inc.",9,$392.27M,1994,n/a,n/a,https://old.nasdaq.com/symbol/rcs
RCUS,"Arcus Biosciences, Inc.",8.65,$396.68M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rcus
RDN,Radian Group Inc.,26.01,$5.23B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.b
RDY,Dr. Reddy&#39;s Laboratories Ltd,40.23,$6.67B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
RE,"Everest Re Group, Ltd.",276.37,$11.27B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
RELX,RELX PLC,25.01,$48.48B,2015,Consumer Services,Publishing,https://old.nasdaq.com/symbol/relx
RENN,Renren Inc.,0.796,$55.33M,2011,Technology,EDP Services,https://old.nasdaq.com/symbol/renn
RES,"RPC, Inc.",4.65,$997.42M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/res
RESI,Front Yard Residential Corporation,12.2,$657.34M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/resi
REV,"Revlon, Inc.",22.85,$1.21B,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/rev
REVG,"REV Group, Inc.",12.08,$751.47M,2017,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/revg
REX,REX American Resources Corporation,83.37,$524.67M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",45.74,$5.07B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",25.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^b
REXR^C,"Rexford Industrial Realty, Inc.",25.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^c
REZI,"Resideo Technologies, Inc.",11.91,$1.46B,2018,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/rezi
RF,Regions Financial Corporation,17.24,$16.63B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,27.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^b
RF^C,Regions Financial Corporation,27.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^c
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",14.12,$369.4M,1993,n/a,n/a,https://old.nasdaq.com/symbol/rfi
RFL,"Rafael Holdings, Inc.",19.04,$300.54M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rfl
RFP,Resolute Forest Products Inc.,4.11,$367.45M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/rfp
RGA,"Reinsurance Group of America, Incorporated",165.22,$10.34B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rga
RGR,"Sturm, Ruger & Company, Inc.",46.28,$809.22M,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
RGS,Regis Corporation,17.02,$605.03M,1991,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rgs
RGT,"Royce Global Value Trust, Inc.",11.5,$120.54M,2013,n/a,n/a,https://old.nasdaq.com/symbol/rgt
RH,RH,220.5,$4.2B,2012,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/rh
RHI,Robert Half International Inc.,61.88,$7.18B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rhi
RHP,"Ryman Hospitality Properties, Inc.",86.01,$4.72B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
RIG,Transocean Ltd.,6.03,$3.69B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
RIO,Rio Tinto Plc,58.82,$99.05B,2002,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rio
RIV,"RiverNorth Opportunities Fund, Inc.",16.01,$149.32M,2015,n/a,n/a,https://old.nasdaq.com/symbol/riv
RJF,"Raymond James Financial, Inc.",91.05,$12.63B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
RL,Ralph Lauren Corporation,117.71,$8.78B,1997,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
RLGY,Realogy Holdings Corp.,10.95,$1.25B,2012,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy
RLH,Red Lion Hotels Corporation,3.26,$81.98M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RLI,RLI Corp.,91.74,$4.11B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,17.52,$2.99B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,28.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rlj^a
RM,Regional Management Corp.,31.25,$344.6M,2012,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RMAX,"RE/MAX Holdings, Inc.",38.71,$1.18B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RMD,ResMed Inc.,156,$22.43B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RMED,"Ra Medical Systems, Inc.",0.7819,$10.48M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RMG,RMG Acquisition Corp.,9.9403,$285.78M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",22.02,$140.34M,2018,n/a,n/a,https://old.nasdaq.com/symbol/rmi
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",19.4,$354.05M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMPL^,RiverNorth Marketplace Lending Corporation,25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmpl^
RMT,"Royce Micro-Cap Trust, Inc.",8.37,$345.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmt
RNG,"Ringcentral, Inc.",165.67,$14.26B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/rng
RNGR,"Ranger Energy Services, Inc.",7,$109.49M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",23.5,$1.12B,2003,n/a,n/a,https://old.nasdaq.com/symbol/rnp
RNR,RenaissanceRe Holdings Ltd.,197.69,$8.73B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,25.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,25.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,26.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^f
ROG,Rogers Corporation,130.32,$2.42B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
ROK,"Rockwell Automation, Inc.",204.41,$23.62B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rok
ROL,"Rollins, Inc.",32.97,$10.8B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",351.94,$36.62B,1992,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rop
ROYT,Pacific Coast Oil Trust,0.5872,$22.66M,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/royt
RPAI,"Retail Properties of America, Inc.",13.22,$2.82B,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpai
RPLA,Replay Acquisition Corp.,10,$359.38M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpla.ws
RPM,RPM International Inc.,75.26,$9.76B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/rpm
RPT,RPT Realty,14.57,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,58.3782,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpt^d
RQI,Cohen & Steers Quality Income Realty Fund Inc,14.79,$1.62B,2002,n/a,n/a,https://old.nasdaq.com/symbol/rqi
RRC,Range Resources Corporation,4.53,$1.14B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
RRD,R.R. Donnelley & Sons Company,3.87,$274.38M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RRTS,"Roadrunner Transportation Systems, Inc.",9.1,$342.54M,2010,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rrts
RS,Reliance Steel & Aluminum Co.,118.87,$7.92B,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
RSF,RiverNorth Marketplace Lending Corporation,18.3214,$121.39M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rsf
RSG,"Republic Services, Inc.",89.29,$28.5B,1998,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/rsg
RST,Rosetta Stone,16.96,$408.05M,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
RTN,Raytheon Company,219.29,$61.07B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rtn
RTW,"RTW Retailwinds, Inc.",0.8481,$55.32M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/rtw
RUBI,"The Rubicon Project, Inc.",7.28,$386.36M,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rubi
RVI,Retail Value Inc.,35.97,$685.31M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rvi
RVLV,"Revolve Group, Inc.",17.13,$1.18B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/rvlv
RVT,"Royce Value Trust, Inc.",14.7,$1.42B,1986,n/a,n/a,https://old.nasdaq.com/symbol/rvt
RWT,"Redwood Trust, Inc.",16.36,$1.84B,1995,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
RXN,Rexnord Corporation,32.31,$3.42B,2012,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn
RY,Royal Bank Of Canada,79.65,$113.95B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,29.4189,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ry^t
RYAM,Rayonier Advanced Materials Inc.,3.98,$251.58M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
RYB,"RYB Education, Inc.",5.71,$163.37M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
RYI,Ryerson Holding Corporation,11.95,$451.52M,2014,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/ryi
RYN,Rayonier Inc.,31.57,$4.08B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn
RZA,"Reinsurance Group of America, Incorporated",27.6,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",27.5,n/a,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/rzb
S,Sprint Corporation,5.19,$21.31B,2013,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/s
SA,"Seabridge Gold, Inc.",12.73,$805.55M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
SAB,Saratoga Investment Corp,25.48,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,25.66,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAFE,Safehold Inc.,38.65,$1.85B,2017,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/safe
SAH,"Sonic Automotive, Inc.",32.11,$1.39B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,84.26,$4.86B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SAIL,"SailPoint Technologies Holdings, Inc.",23.73,$2.12B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail
SALT,Scorpio Bulkers Inc.,6.01,$435.65M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
SAM,"Boston Beer Company, Inc. (The)",375.83,$4.52B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam
SAN,"Banco Santander, S.A.",4.15,$68.97B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",23.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/san^b
SAP,SAP SE,139.39,$171.24B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAR,Saratoga Investment Corp,25.49,$248.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sar
SAVE,"Spirit Airlines, Inc.",39.17,$2.68B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SB,"Safe Bulkers, Inc",1.66,$173.58M,2008,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",22.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",22.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^d
SBE,Switchback Energy Acquisition Corporation,9.82,$385.58M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SBGL,Sibanye Gold Limited,9.22,$6.15B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sbgl
SBH,"Sally Beauty Holdings, Inc.",17.64,$2.05B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
SBI,Western Asset Intermediate Muni Fund Inc,9.17,$129.13M,1992,n/a,n/a,https://old.nasdaq.com/symbol/sbi
SBNA,Scorpio Tankers Inc.,25.2297,n/a,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sbna
SBOW,"SilverBow Resorces, Inc.",10.15,$119.61M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SBR,Sabine Royalty Trust,39.46,$575.3M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbr
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,14.37,$9.82B,2002,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
SC,Santander Consumer USA Holdings Inc.,23.75,$8.07B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SCA,Stellus Capital Investment Corporation,25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCCO,Southern Copper Corporation,41.23,$31.87B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
SCD,LMP Capital and Income Fund Inc.,15.08,$271.19M,2004,n/a,n/a,https://old.nasdaq.com/symbol/scd
SCE^G,Southern California Edison Company,24.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,24.0281,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,23.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,23.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SCHW,The Charles Schwab Corporation,49.72,$63.87B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,25.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^d
SCI,Service Corporation International,45.59,$8.33B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
SCL,Stepan Company,97.67,$2.2B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
SCM,Stellus Capital Investment Corporation,14.44,$273M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCPE,SC Health Corporation,9.91,$226.07M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SCS,Steelcase Inc.,19.11,$2.24B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCU,"Sculptor Capital Management, Inc.",21.64,$1.08B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCX,L.S. Starrett Company (The),5.92,$41.15M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
SD,"SandRidge Energy, Inc.",4.09,$146.32M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
SDRL,Seadrill Limited,1.48,$148.33M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sdrl
SE,Sea Limited,38,$17.6B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SEAS,"SeaWorld Entertainment, Inc.",31.65,$2.49B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
SEE,Sealed Air Corporation,38.59,$5.96B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEM,Select Medical Holdings Corporation,22.71,$3.05B,2009,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SERV,"ServiceMaster Global Holdings, Inc.",37.7,$5.11B,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv
SF,Stifel Financial Corporation,61.51,$4.21B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,26.1415,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,26.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SFB,Stifel Financial Corporation,25.86,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
SFE,"Safeguard Scientifics, Inc.",12.02,$248.16M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe
SFL,SFL Corporation Ltd,14.42,$1.55B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SFTW.U,Osprey Technology Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sftw.u
SFUN,Fang Holdings Limited,2.07,$185.76M,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun
SGU,"Star Group, L.P.",9.32,$434.03M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
SHAK,"Shake Shack, Inc.",59.01,$2.21B,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SHG,Shinhan Financial Group Co Ltd,38.24,$17.6B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",29.08,$3.15B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SHLL,Tortoise Acquisition Corp.,9.93,$289.22M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shll.ws
SHLX,"Shell Midstream Partners, L.P.",20.15,$4.7B,2014,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHO,"Sunstone Hotel Investors, Inc.",14.19,$3.19B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",26.2864,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",26.2286,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SHOP,Shopify Inc.,393.63,$40.81B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SHW,Sherwin-Williams Company (The),579.51,$53.49B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
SI,Silvergate Capital Corporation,16.14,$301.3M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SID,National Steel Company,3.4,$4.69B,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid
SIG,Signet Jewelers Limited,19.8,$1.04B,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SITC,SITE Centers Corp.,13.32,$2.58B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,26.18,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,25.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",88.19,$3.65B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,46.05,$3.89B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
SJI,"South Jersey Industries, Inc.",31.82,$2.94B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",25.81,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",51.7209,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SJM,J.M. Smucker Company (The),102.64,$11.71B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
SJR,Shaw Communications Inc.,20.26,$10.03B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SJT,San Juan Basin Royalty Trust,2.36,$110M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
SJW,SJW Group,69.6,$1.98B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",22.82,$15.04B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKT,"Tanger Factory Outlet Centers, Inc.",15.2,$1.41B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
SKX,"Skechers U.S.A., Inc.",41.65,$6.53B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,32.52,$1.84B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLB,Schlumberger N.V.,39.4,$54.54B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SLCA,"U.S. Silica Holdings, Inc.",5.15,$378.88M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca
SLF,Sun Life Financial Inc.,44.98,$26.43B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
