Symbol,Name, Sector,Industry,Summary_quote
RFP,Resolute Forest Products Inc.,Basic Industries,Paper,https://old.nasdaq.com/symbol/rfp
RGA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,https://old.nasdaq.com/symbol/rga
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
RGS,Regis Corporation,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rgs
RGT,"Royce Global Value Trust, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/rgt
RH,RH,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/rh
RHI,Robert Half International Inc.,Technology,Professional Services,https://old.nasdaq.com/symbol/rhi
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
RIG,Transocean Ltd.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
RIO,Rio Tinto Plc,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rio
RIV,"RiverNorth Opportunities Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/riv
RJF,"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
RLGY,Realogy Holdings Corp.,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy
RLH,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RLI,RLI Corp.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,n/a,n/a,https://old.nasdaq.com/symbol/rlj^a
RM,Regional Management Corp.,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RMAX,"RE/MAX Holdings, Inc.",Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RMD,ResMed Inc.,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RMED,"Ra Medical Systems, Inc.",Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RMG,RMG Acquisition Corp.,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/rmi
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMPL^,RiverNorth Marketplace Lending Corporation,n/a,n/a,https://old.nasdaq.com/symbol/rmpl^
RMT,"Royce Micro-Cap Trust, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/rmt
RNG,"Ringcentral, Inc.",Technology,EDP Services,https://old.nasdaq.com/symbol/rng
RNGR,"Ranger Energy Services, Inc.",Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",n/a,n/a,https://old.nasdaq.com/symbol/rnp
RNR,RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/rnr^f
ROG,Rogers Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
ROK,"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rok
ROL,"Rollins, Inc.",Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rop
ROYT,Pacific Coast Oil Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/royt
RPAI,"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpai
RPLA,Replay Acquisition Corp.,Finance,Business Services,https://old.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/rpla.ws
RPM,RPM International Inc.,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/rpm
RPT,RPT Realty,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,n/a,n/a,https://old.nasdaq.com/symbol/rpt^d
RQI,Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a,https://old.nasdaq.com/symbol/rqi
RRC,Range Resources Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RRTS,"Roadrunner Transportation Systems, Inc.",Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rrts
RS,Reliance Steel & Aluminum Co.,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
RSF,RiverNorth Marketplace Lending Corporation,n/a,n/a,https://old.nasdaq.com/symbol/rsf
RSG,"Republic Services, Inc.",Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/rsg
RST,Rosetta Stone,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
RTN,Raytheon Company,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rtn
RTW,"RTW Retailwinds, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/rtw
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rubi
RVI,Retail Value Inc.,Finance,Real Estate,https://old.nasdaq.com/symbol/rvi
RVLV,"Revolve Group, Inc.",Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/rvlv
RVT,"Royce Value Trust, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/rvt
RWT,"Redwood Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn
RY,Royal Bank Of Canada,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,n/a,n/a,https://old.nasdaq.com/symbol/ry^t
RYAM,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
RYB,"RYB Education, Inc.",Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
RYI,Ryerson Holding Corporation,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/ryi
RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn
RZA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,https://old.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,https://old.nasdaq.com/symbol/rzb
S,Sprint Corporation,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/s
SA,"Seabridge Gold, Inc.",Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
SAB,Saratoga Investment Corp,n/a,n/a,https://old.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAFE,Safehold Inc.,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/safe
SAH,"Sonic Automotive, Inc.",Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam
SAN,"Banco Santander, S.A.",Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",n/a,n/a,https://old.nasdaq.com/symbol/san^b
SAP,SAP SE,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAR,Saratoga Investment Corp,n/a,n/a,https://old.nasdaq.com/symbol/sar
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SB,"Safe Bulkers, Inc",Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",n/a,n/a,https://old.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",n/a,n/a,https://old.nasdaq.com/symbol/sb^d
SBE,Switchback Energy Acquisition Corporation,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sbgl
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
SBI,Western Asset Intermediate Muni Fund Inc,n/a,n/a,https://old.nasdaq.com/symbol/sbi
SBNA,Scorpio Tankers Inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sbna
SBOW,"SilverBow Resorces, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SBR,Sabine Royalty Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbr
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
SC,Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SCA,Stellus Capital Investment Corporation,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
SCD,LMP Capital and Income Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/scd
SCE^G,Southern California Edison Company,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,n/a,n/a,https://old.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,n/a,n/a,https://old.nasdaq.com/symbol/schw^d
SCI,Service Corporation International,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
SCM,Stellus Capital Investment Corporation,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCPE,SC Health Corporation,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCU,"Sculptor Capital Management, Inc.",Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
SDRL,Seadrill Limited,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sdrl
SE,Sea Limited,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
SEE,Sealed Air Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SFB,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
SFE,"Safeguard Scientifics, Inc.",Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe
SFL,SFL Corporation Ltd,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SFTW.U,Osprey Technology Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/sftw.u
SFUN,Fang Holdings Limited,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SHG,Shinhan Financial Group Co Ltd,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SHLL,Tortoise Acquisition Corp.,Finance,Business Services,https://old.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/shll.ws
SHLX,"Shell Midstream Partners, L.P.",Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SHOP,Shopify Inc.,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
SI,Silvergate Capital Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SID,National Steel Company,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
SJI,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
SJR,Shaw Communications Inc.,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
SJW,SJW Group,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca
SLF,Sun Life Financial Inc.,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
SM,SM Energy Company,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
SMHI,SEACOR Marine Holdings Inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SMLP,"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SMM,Salient Midstream & MLP Fund,n/a,n/a,https://old.nasdaq.com/symbol/smm
SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SMTA,Spirit MTA REIT,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/smta
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
SNAP,Snap Inc.,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNDR,"Schneider National, Inc.",Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SNN,"Smith & Nephew SNATS, Inc.",Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snr
SNV,Synovus Financial Corp.,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SO,Southern Company (The),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOGO,Sogou Inc.,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SOJA,Southern Company (The),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOL,Renesola Ltd.,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
SOLN,Southern Company (The),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SON,Sonoco Products Company,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SOR,"Source Capital, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/sor
SPAQ,Spartan Energy Acquisition Corp,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPB           ,"Spectrum Brands Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SPCE,"Virgin Galactic Holdings, Inc.",Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce
SPCE.U,"Virgin Galactic Holdings, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/spce.u
SPCE.WS,"Virgin Galactic Holdings, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/spce.ws
SPE,Special Opportunities Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/spg^j
SPGI,S&P Global Inc.,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SPLP,Steel Partners Holdings LP,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SPOT,Spotify Technology S.A.,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SPXC,SPX Corporation,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,n/a,n/a,https://old.nasdaq.com/symbol/spxx
SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SQNS,Sequans Communications S.A.,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SR,Spire Inc.,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/src^a
SRE,Sempra Energy,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,n/a,n/a,https://old.nasdaq.com/symbol/sre^b
SREA,Sempra Energy,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
SRF,Cushing Energy Income Fund (The),n/a,n/a,https://old.nasdaq.com/symbol/srf
SRG,Seritage Growth Properties,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,n/a,n/a,https://old.nasdaq.com/symbol/srg^a
SRI,"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
SRL,Scully Royalty Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/srl
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SRT,"StarTek, Inc.",Technology,Professional Services,https://old.nasdaq.com/symbol/srt
SRV,Cushing MLP & Infrastructure Total Return Fund,n/a,n/a,https://old.nasdaq.com/symbol/srv
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/ssi
SSL,Sasol Ltd.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
SSTK,"Shutterstock, Inc.",Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
SSW,Seaspan Corporation,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sswa
ST,Sensata Technologies Holding plc,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/stag^c
STAR          ,iStar Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,n/a,n/a,https://old.nasdaq.com/symbol/star^i
STC,Stewart Information Services Corporation,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
STE,STERIS plc,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STG,Sunlands Technology Group,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,n/a,https://old.nasdaq.com/symbol/stk
STL,Sterling Bancorp,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STM,STMicroelectronics N.V.,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
STN,Stantec Inc,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
STNG,Scorpio Tankers Inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
STON,StoneMor Partners L.P.,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
